name,url,created_at,updated_at,language,merged_pull_requests,releases,open_issues,closed_issues,closed_issues_percent
ocornut/imgui,https://github.com/ocornut/imgui,2014-07-21T14:29:47Z,2025-08-19T13:32:47Z,C++,405,114,6534,5521,84.5
apache/superset,https://github.com/apache/superset,2015-07-21T18:55:34Z,2025-08-20T07:09:57Z,TypeScript,14820,232,11625,11160,96.0
expressjs/express,https://github.com/expressjs/express,2009-06-26T18:56:01Z,2025-08-13T01:53:39Z,JavaScript,458,160,3990,3885,97.37
openai/openai-cookbook,https://github.com/openai/openai-cookbook,2022-03-11T02:08:53Z,2025-08-18T17:58:12Z,Jupyter Notebook,861,0,598,556,92.98
Alvin9999/new-pac,https://github.com/Alvin9999/new-pac,2016-03-23T08:43:36Z,2025-08-20T12:03:12Z,Python,0,0,1769,1333,75.35
punkpeye/awesome-mcp-servers,https://github.com/punkpeye/awesome-mcp-servers,2024-11-30T04:49:10Z,2025-08-18T04:08:50Z,N/A,920,0,102,74,72.55
PKUFlyingPig/cs-self-learning,https://github.com/PKUFlyingPig/cs-self-learning,2021-10-20T13:43:42Z,2025-08-19T14:18:37Z,HTML,297,5,211,104,49.29
chartjs/Chart.js,https://github.com/chartjs/Chart.js,2013-03-17T23:56:36Z,2025-08-18T04:22:01Z,JavaScript,3002,116,7265,6804,93.65
obsproject/obs-studio,https://github.com/obsproject/obs-studio,2013-10-01T02:40:31Z,2025-08-20T03:37:02Z,C,5208,223,4604,3931,85.38
caddyserver/caddy,https://github.com/caddyserver/caddy,2015-01-13T19:45:03Z,2025-08-18T23:08:46Z,Go,2117,128,4322,4143,95.86
localsend/localsend,https://github.com/localsend/localsend,2022-12-16T00:46:07Z,2025-08-20T10:37:29Z,Dart,667,24,1429,644,45.07
rasbt/LLMs-from-scratch,https://github.com/rasbt/LLMs-from-scratch,2023-07-23T18:15:57Z,2025-08-20T02:08:30Z,Jupyter Notebook,388,0,172,168,97.67
ansible/ansible,https://github.com/ansible/ansible,2012-03-06T14:58:02Z,2025-08-19T15:29:50Z,Python,39191,162,33025,32474,98.33
fffaraz/awesome-cpp,https://github.com/fffaraz/awesome-cpp,2014-07-17T08:51:11Z,2025-08-14T07:15:26Z,N/A,800,0,583,237,40.65
Eugeny/tabby,https://github.com/Eugeny/tabby,2016-12-23T09:06:10Z,2025-08-17T20:47:39Z,TypeScript,1489,200,5719,3415,59.71
leonardomso/33-js-concepts,https://github.com/leonardomso/33-js-concepts,2018-09-04T13:27:04Z,2025-08-18T10:06:29Z,JavaScript,252,0,103,81,78.64
webpack/webpack,https://github.com/webpack/webpack,2012-03-10T10:08:14Z,2025-08-20T12:08:58Z,JavaScript,5107,438,10091,9970,98.8
astral-sh/uv,https://github.com/astral-sh/uv,2023-10-02T20:24:11Z,2025-08-20T11:40:01Z,Rust,7181,208,7338,5433,74.04
nektos/act,https://github.com/nektos/act,2019-01-02T19:53:43Z,2025-08-12T19:13:15Z,Go,1045,88,1281,1061,82.83
danielmiessler/SecLists,https://github.com/danielmiessler/SecLists,2012-02-19T01:30:18Z,2025-08-20T12:05:49Z,PHP,681,28,297,290,97.64
modelcontextprotocol/servers,https://github.com/modelcontextprotocol/servers,2024-11-19T01:10:17Z,2025-08-19T20:46:22Z,TypeScript,867,19,633,457,72.2
AppFlowy-IO/AppFlowy,https://github.com/AppFlowy-IO/AppFlowy,2021-06-16T12:56:48Z,2025-08-20T02:52:32Z,Dart,3886,111,3619,2643,73.03
xtekky/gpt4free,https://github.com/xtekky/gpt4free,2023-03-29T17:00:43Z,2025-08-20T10:27:58Z,Python,813,330,1860,1853,99.62
lydiahallie/javascript-questions,https://github.com/lydiahallie/javascript-questions,2019-06-12T08:26:27Z,2024-08-04T16:08:40Z,N/A,328,0,250,233,93.2
lobehub/lobe-chat,https://github.com/lobehub/lobe-chat,2023-05-21T07:19:12Z,2025-08-20T10:38:47Z,TypeScript,2504,1000,4322,3438,79.55
binhnguyennus/awesome-scalability,https://github.com/binhnguyennus/awesome-scalability,2017-12-27T03:46:40Z,2025-07-26T06:03:03Z,N/A,36,0,0,0,0.0
Stirling-Tools/Stirling-PDF,https://github.com/Stirling-Tools/Stirling-PDF,2023-01-27T18:22:42Z,2025-08-20T11:57:38Z,Java,2204,135,1393,1077,77.32
apache/echarts,https://github.com/apache/echarts,2013-04-03T03:18:59Z,2025-08-18T06:08:23Z,TypeScript,1446,122,19084,17223,90.25
kdn251/interviews,https://github.com/kdn251/interviews,2017-02-14T18:19:25Z,2025-05-12T12:56:04Z,Java,42,0,56,24,42.86
awesomedata/awesome-public-datasets,https://github.com/awesomedata/awesome-public-datasets,2014-11-20T06:20:50Z,2025-07-23T17:35:09Z,N/A,188,1,118,48,40.68
zed-industries/zed,https://github.com/zed-industries/zed,2021-02-20T03:01:06Z,2025-08-20T12:13:08Z,Rust,16284,963,14068,11464,81.49
jesseduffield/lazygit,https://github.com/jesseduffield/lazygit,2018-05-19T00:53:06Z,2025-08-20T08:45:36Z,Go,1690,169,2289,1592,69.55
kelseyhightower/nocode,https://github.com/kelseyhightower/nocode,2018-02-06T23:54:00Z,2024-08-07T03:19:12Z,Dockerfile,1,1,4861,716,14.73
twitter/the-algorithm,https://github.com/twitter/the-algorithm,2023-03-27T14:57:57Z,2024-07-10T07:07:01Z,Scala,2,0,1010,729,72.18
keras-team/keras,https://github.com/keras-team/keras,2015-03-28T00:35:42Z,2025-08-19T22:21:29Z,Python,4233,80,12527,12294,98.14
juliangarnier/anime,https://github.com/juliangarnier/anime,2016-03-13T21:37:45Z,2025-08-13T09:42:37Z,JavaScript,79,22,793,718,90.54
scikit-learn/scikit-learn,https://github.com/scikit-learn/scikit-learn,2010-08-17T09:43:38Z,2025-08-20T06:44:05Z,Python,13454,47,11651,10072,86.45
bradtraversy/design-resources-for-developers,https://github.com/bradtraversy/design-resources-for-developers,2020-05-06T14:40:35Z,2025-07-21T22:28:56Z,N/A,949,0,104,104,100.0
TheAlgorithms/Java,https://github.com/TheAlgorithms/Java,2016-07-16T10:21:02Z,2025-08-19T19:24:16Z,Java,2017,0,1108,1100,99.28
infiniflow/ragflow,https://github.com/infiniflow/ragflow,2023-12-12T06:13:13Z,2025-08-20T11:30:26Z,TypeScript,3724,31,4947,2287,46.23
labmlai/annotated_deep_learning_paper_implementations,https://github.com/labmlai/annotated_deep_learning_paper_implementations,2020-08-25T02:29:34Z,2025-08-12T06:41:39Z,Python,101,0,137,113,82.48
resume/resume.github.com,https://github.com/resume/resume.github.com,2011-02-06T13:39:55Z,2023-02-15T06:38:51Z,JavaScript,84,0,122,66,54.1
chrislgarry/Apollo-11,https://github.com/chrislgarry/Apollo-11,2014-04-03T15:45:02Z,2025-08-07T19:45:50Z,Assembly,343,0,382,326,85.34
All-Hands-AI/OpenHands,https://github.com/All-Hands-AI/OpenHands,2024-03-13T03:33:31Z,2025-08-20T12:11:24Z,Python,5106,75,3266,2940,90.02
socketio/socket.io,https://github.com/socketio/socket.io,2010-03-11T18:24:48Z,2025-08-16T07:10:41Z,TypeScript,435,75,3616,3423,94.66
prakhar1989/awesome-courses,https://github.com/prakhar1989/awesome-courses,2014-11-15T18:36:49Z,2023-05-04T12:49:34Z,N/A,194,0,80,39,48.75
sindresorhus/awesome-nodejs,https://github.com/sindresorhus/awesome-nodejs,2014-07-11T13:35:34Z,2025-07-16T17:42:05Z,N/A,418,0,104,102,98.08
FuelLabs/sway,https://github.com/FuelLabs/sway,2021-01-19T20:54:33Z,2025-08-20T05:04:41Z,Rust,3498,178,3297,2449,74.28
facebook/docusaurus,https://github.com/facebook/docusaurus,2017-06-20T16:13:53Z,2025-08-19T07:23:00Z,TypeScript,5482,151,3319,3025,91.14
reduxjs/redux,https://github.com/reduxjs/redux,2015-05-29T23:53:15Z,2025-07-24T14:32:21Z,TypeScript,1720,78,2063,2025,98.16
dair-ai/Prompt-Engineering-Guide,https://github.com/dair-ai/Prompt-Engineering-Guide,2022-12-16T16:04:50Z,2025-08-13T20:22:11Z,MDX,338,0,222,71,31.98
lodash/lodash,https://github.com/lodash/lodash,2012-04-07T04:11:46Z,2024-12-12T22:27:04Z,JavaScript,581,2,4312,4228,98.05
Shubhamsaboo/awesome-llm-apps,https://github.com/Shubhamsaboo/awesome-llm-apps,2024-04-29T05:30:25Z,2025-08-18T02:24:57Z,Python,132,0,92,87,94.57
h5bp/Front-end-Developer-Interview-Questions,https://github.com/h5bp/Front-end-Developer-Interview-Questions,2012-02-09T23:34:10Z,2025-08-12T14:41:23Z,Nunjucks,484,0,177,143,80.79
xingshaocheng/architect-awesome,https://github.com/xingshaocheng/architect-awesome,2018-04-06T13:30:58Z,2024-04-11T11:32:12Z,N/A,49,0,71,22,30.99
openinterpreter/open-interpreter,https://github.com/openinterpreter/open-interpreter,2023-07-14T07:10:44Z,2025-08-06T17:38:07Z,Python,369,48,1025,797,77.76
localstack/localstack,https://github.com/localstack/localstack,2016-10-25T23:48:03Z,2025-08-20T12:09:45Z,Python,6226,94,5995,5757,96.03
alacritty/alacritty,https://github.com/alacritty/alacritty,2016-02-18T05:02:30Z,2025-08-17T12:13:34Z,Rust,1887,101,6123,5800,94.72
adam-p/markdown-here,https://github.com/adam-p/markdown-here,2012-05-13T03:27:22Z,2025-07-10T01:19:23Z,JavaScript,27,17,629,324,51.51
prometheus/prometheus,https://github.com/prometheus/prometheus,2012-11-24T11:14:12Z,2025-08-20T10:15:10Z,Go,7628,341,6166,5643,91.52
mlabonne/llm-course,https://github.com/mlabonne/llm-course,2023-06-17T22:16:25Z,2025-06-04T16:09:23Z,N/A,1,0,84,30,35.71
rust-lang/rustlings,https://github.com/rust-lang/rustlings,2015-09-15T02:25:18Z,2025-08-18T10:01:40Z,Rust,912,45,737,687,93.22
jquery/jquery,https://github.com/jquery/jquery,2009-04-03T15:20:14Z,2025-08-18T20:30:03Z,JavaScript,812,11,2365,2286,96.66
NationalSecurityAgency/ghidra,https://github.com/NationalSecurityAgency/ghidra,2019-03-01T03:27:48Z,2025-08-18T11:22:14Z,Java,520,45,5528,4059,73.43
ryanoasis/nerd-fonts,https://github.com/ryanoasis/nerd-fonts,2014-12-05T04:31:17Z,2025-08-03T13:24:02Z,CSS,550,38,1090,1062,97.43
shadowsocks/shadowsocks-windows,https://github.com/shadowsocks/shadowsocks-windows,2013-01-14T07:54:16Z,2025-01-01T08:09:55Z,C#,290,55,2912,2727,93.65
tldr-pages/tldr,https://github.com/tldr-pages/tldr,2013-12-08T07:34:43Z,2025-08-20T12:08:15Z,Markdown,14691,6,1522,1340,88.04
spring-projects/spring-framework,https://github.com/spring-projects/spring-framework,2010-12-08T04:04:45Z,2025-08-20T08:42:21Z,Java,870,341,27100,26816,98.95
meta-llama/llama,https://github.com/meta-llama/llama,2023-02-14T09:29:12Z,2025-01-26T21:42:26Z,Python,53,0,1096,652,59.49
scrapy/scrapy,https://github.com/scrapy/scrapy,2010-02-22T02:01:14Z,2025-08-20T07:52:22Z,Python,2391,43,3179,2714,85.37
FoundationAgents/MetaGPT,https://github.com/FoundationAgents/MetaGPT,2023-06-30T09:04:55Z,2025-06-30T11:45:55Z,Python,660,22,865,853,98.61
nuxt/nuxt,https://github.com/nuxt/nuxt,2016-10-26T11:18:47Z,2025-08-20T12:08:48Z,TypeScript,6897,256,16664,15886,95.33
youngyangyang04/leetcode-master,https://github.com/youngyangyang04/leetcode-master,2019-12-14T12:05:42Z,2025-08-13T05:58:41Z,Shell,2306,0,272,66,24.26
gorhill/uBlock,https://github.com/gorhill/uBlock,2015-04-01T17:51:11Z,2025-08-19T15:51:33Z,JavaScript,252,277,3445,3432,99.62
FuelLabs/fuel-core,https://github.com/FuelLabs/fuel-core,2020-08-27T21:12:14Z,2025-08-15T12:16:46Z,Rust,1553,123,1112,970,87.23
rails/rails,https://github.com/rails/rails,2008-04-11T02:19:47Z,2025-08-19T20:52:49Z,Ruby,25149,149,18195,17715,97.36
h5bp/html5-boilerplate,https://github.com/h5bp/html5-boilerplate,2010-01-24T18:03:24Z,2025-08-01T07:44:25Z,JavaScript,790,34,1354,1346,99.41
Solido/awesome-flutter,https://github.com/Solido/awesome-flutter,2017-05-07T11:45:27Z,2025-07-20T21:50:22Z,Dart,444,0,0,0,0.0
nocodb/nocodb,https://github.com/nocodb/nocodb,2017-10-29T18:51:48Z,2025-08-20T11:49:17Z,TypeScript,5271,174,4234,3606,85.17
zylon-ai/private-gpt,https://github.com/zylon-ai/private-gpt,2023-05-02T09:15:31Z,2024-11-13T19:30:32Z,Python,224,10,1213,961,79.23
hiyouga/LLaMA-Factory,https://github.com/hiyouga/LLaMA-Factory,2023-05-28T10:09:12Z,2025-08-20T01:40:30Z,Python,689,34,7319,6735,92.02
scutan90/DeepLearning-500-questions,https://github.com/scutan90/DeepLearning-500-questions,2018-06-27T06:36:45Z,2024-06-26T12:10:14Z,JavaScript,302,0,191,81,42.41
jgraph/drawio-desktop,https://github.com/jgraph/drawio-desktop,2017-05-25T20:58:42Z,2025-08-18T22:28:20Z,JavaScript,20,159,1634,1572,96.21
soimort/you-get,https://github.com/soimort/you-get,2012-08-20T15:53:36Z,2025-04-27T15:33:25Z,Python,582,123,0,0,0.0
FiloSottile/mkcert,https://github.com/FiloSottile/mkcert,2018-06-25T05:33:03Z,2024-08-13T13:37:46Z,Go,52,14,344,239,69.48
traefik/traefik,https://github.com/traefik/traefik,2015-09-13T19:04:02Z,2025-08-13T08:30:07Z,Go,4697,481,6350,5707,89.87
git/git,https://github.com/git/git,2008-07-23T14:21:26Z,2025-08-20T01:13:08Z,C,3,0,0,0,0.0
PlexPt/awesome-chatgpt-prompts-zh,https://github.com/PlexPt/awesome-chatgpt-prompts-zh,2022-12-12T01:55:03Z,2025-01-01T08:34:33Z,N/A,33,0,96,58,60.42
gatsbyjs/gatsby,https://github.com/gatsbyjs/gatsby,2015-05-21T22:43:05Z,2025-08-19T22:54:36Z,JavaScript,18184,149,14119,13904,98.48
commaai/openpilot,https://github.com/commaai/openpilot,2016-11-24T01:33:30Z,2025-08-20T12:11:07Z,Python,11775,57,3057,2929,95.81
vllm-project/vllm,https://github.com/vllm-project/vllm,2023-02-09T11:23:20Z,2025-08-20T12:05:55Z,Python,8647,72,10288,8474,82.37
azl397985856/leetcode,https://github.com/azl397985856/leetcode,2018-03-30T09:13:51Z,2025-07-16T09:42:17Z,JavaScript,257,40,257,248,96.5
remix-run/react-router,https://github.com/remix-run/react-router,2014-05-16T22:22:51Z,2025-08-20T07:37:57Z,TypeScript,3183,310,8141,8042,98.78
topjohnwu/Magisk,https://github.com/topjohnwu/Magisk,2016-09-08T12:42:53Z,2025-08-20T11:15:13Z,Kotlin,1613,151,6263,6226,99.41
ageitgey/face_recognition,https://github.com/ageitgey/face_recognition,2017-03-03T21:52:39Z,2024-08-21T06:22:36Z,Python,94,2,1370,595,43.43
ultralytics/yolov5,https://github.com/ultralytics/yolov5,2020-05-18T03:45:11Z,2025-08-18T06:55:17Z,Python,2206,10,9430,9173,97.27
CorentinJ/Real-Time-Voice-Cloning,https://github.com/CorentinJ/Real-Time-Voice-Cloning,2019-05-26T08:56:15Z,2025-05-30T11:41:05Z,Python,48,0,1101,896,81.38
AntonOsika/gpt-engineer,https://github.com/AntonOsika/gpt-engineer,2023-04-29T12:52:15Z,2025-05-14T10:15:10Z,Python,350,20,501,470,93.81
minio/minio,https://github.com/minio/minio,2015-01-14T19:23:58Z,2025-08-12T18:22:12Z,Go,9853,519,7807,7772,99.55
BurntSushi/ripgrep,https://github.com/BurntSushi/ripgrep,2016-03-11T02:02:33Z,2025-08-20T11:08:10Z,Rust,516,72,1710,1579,92.34
deepfakes/faceswap,https://github.com/deepfakes/faceswap,2017-12-19T09:44:13Z,2025-07-11T17:20:12Z,Python,357,4,881,847,96.14
toeverything/AFFiNE,https://github.com/toeverything/AFFiNE,2022-07-31T18:45:21Z,2025-08-20T09:52:28Z,TypeScript,8710,571,3010,2735,90.86
ElemeFE/element,https://github.com/ElemeFE/element,2016-09-03T06:19:26Z,2024-08-20T07:40:13Z,Vue,3231,145,17863,15250,85.37
pmndrs/zustand,https://github.com/pmndrs/zustand,2019-04-09T09:10:06Z,2025-08-19T23:17:08Z,TypeScript,808,98,690,688,99.71
lencx/ChatGPT,https://github.com/lencx/ChatGPT,2022-12-07T09:43:02Z,2024-08-29T17:58:11Z,Rust,123,34,1198,361,30.13
sharkdp/bat,https://github.com/sharkdp/bat,2018-04-21T10:52:23Z,2025-08-20T05:04:30Z,Rust,1465,41,1517,1190,78.44
golang-standards/project-layout,https://github.com/golang-standards/project-layout,2017-09-09T16:33:26Z,2025-01-14T03:24:13Z,Makefile,90,0,112,44,39.29
wasabeef/awesome-android-ui,https://github.com/wasabeef/awesome-android-ui,2014-12-24T01:45:03Z,2024-07-06T09:06:23Z,N/A,90,0,114,94,82.46
Textualize/rich,https://github.com/Textualize/rich,2019-11-10T15:28:09Z,2025-08-13T10:52:09Z,Python,836,170,1430,1223,85.52
necolas/normalize.css,https://github.com/necolas/normalize.css,2011-05-04T10:20:25Z,2024-06-12T20:36:06Z,CSS,56,0,517,461,89.17
Z4nzu/hackingtool,https://github.com/Z4nzu/hackingtool,2020-04-11T09:21:31Z,2025-03-03T15:17:19Z,Python,56,0,373,321,86.06
psf/requests,https://github.com/psf/requests,2011-02-13T18:38:17Z,2025-08-18T20:33:27Z,Python,1591,14,4059,3860,95.1
pi-hole/pi-hole,https://github.com/pi-hole/pi-hole,2014-06-08T15:02:55Z,2025-08-18T18:09:19Z,Shell,2106,118,3080,3043,98.8
withastro/astro,https://github.com/withastro/astro,2021-03-15T17:19:47Z,2025-08-20T05:57:10Z,TypeScript,7322,1000,5561,5412,97.32
meilisearch/meilisearch,https://github.com/meilisearch/meilisearch,2018-04-23T11:45:28Z,2025-08-20T10:10:29Z,Rust,2147,266,2305,2096,90.93
PaddlePaddle/PaddleOCR,https://github.com/PaddlePaddle/PaddleOCR,2020-05-08T10:38:16Z,2025-08-20T11:33:35Z,Python,2945,23,9886,9746,98.58
FFmpeg/FFmpeg,https://github.com/FFmpeg/FFmpeg,2011-04-14T14:12:38Z,2025-08-20T11:53:00Z,C,16,0,0,0,0.0
appwrite/appwrite,https://github.com/appwrite/appwrite,2019-04-08T16:36:25Z,2025-08-20T11:58:48Z,TypeScript,3836,112,4086,3461,84.7
rclone/rclone,https://github.com/rclone/rclone,2014-03-16T16:19:57Z,2025-08-20T11:34:05Z,Go,2114,114,5788,4813,83.15
rust-unofficial/awesome-rust,https://github.com/rust-unofficial/awesome-rust,2014-07-17T10:45:10Z,2025-08-17T08:06:05Z,Rust,1568,0,142,132,92.96
tiimgreen/github-cheat-sheet,https://github.com/tiimgreen/github-cheat-sheet,2014-04-12T16:38:42Z,2024-04-15T20:15:56Z,N/A,129,0,71,48,67.61
ionic-team/ionic-framework,https://github.com/ionic-team/ionic-framework,2013-08-20T23:06:02Z,2025-08-20T10:57:35Z,TypeScript,6298,913,22055,21481,97.4
google/material-design-icons,https://github.com/google/material-design-icons,2014-10-08T18:01:28Z,2025-08-15T03:42:17Z,N/A,50,16,1529,1159,75.8
wagoodman/dive,https://github.com/wagoodman/dive,2018-05-13T15:44:01Z,2025-08-12T01:52:42Z,Go,164,28,359,202,56.27
mozilla/pdf.js,https://github.com/mozilla/pdf.js,2011-04-26T06:32:03Z,2025-08-19T08:41:27Z,JavaScript,8089,76,10276,9873,96.08
facebookresearch/segment-anything,https://github.com/facebookresearch/segment-anything,2023-03-23T17:03:03Z,2024-09-18T17:46:55Z,Jupyter Notebook,15,0,703,178,25.32
vuejs/core,https://github.com/vuejs/core,2018-06-12T13:49:36Z,2025-08-20T10:05:28Z,TypeScript,3211,245,5770,5093,88.27
unclecode/crawl4ai,https://github.com/unclecode/crawl4ai,2024-05-09T09:48:50Z,2025-08-20T11:06:04Z,Python,88,8,792,646,81.57
sickcodes/Docker-OSX,https://github.com/sickcodes/Docker-OSX,2020-06-04T11:01:37Z,2025-06-06T10:08:10Z,Shell,107,0,667,281,42.13
Semantic-Org/Semantic-UI,https://github.com/Semantic-Org/Semantic-UI,2013-04-08T23:32:04Z,2024-11-27T21:01:48Z,JavaScript,355,154,6235,5268,84.49
JetBrains/kotlin,https://github.com/JetBrains/kotlin,2012-02-13T17:29:58Z,2025-08-20T12:10:39Z,Kotlin,2064,266,0,0,0.0
ngosang/trackerslist,https://github.com/ngosang/trackerslist,2016-04-24T11:57:57Z,2025-08-19T22:10:27Z,N/A,1,0,485,479,98.76
google/guava,https://github.com/google/guava,2014-05-29T16:23:17Z,2025-08-13T20:49:53Z,Java,1013,56,3620,2992,82.65
marktext/marktext,https://github.com/marktext/marktext,2017-11-12T16:05:25Z,2024-08-18T21:21:46Z,JavaScript,939,36,2912,1637,56.22
laurent22/joplin,https://github.com/laurent22/joplin,2017-01-16T21:49:41Z,2025-08-20T12:06:59Z,TypeScript,4399,384,7237,6699,92.57
prettier/prettier,https://github.com/prettier/prettier,2016-11-29T17:13:37Z,2025-08-19T14:29:20Z,JavaScript,8872,127,6956,5736,82.46
OpenBB-finance/OpenBB,https://github.com/OpenBB-finance/OpenBB,2020-12-20T10:46:38Z,2025-08-20T03:18:48Z,Python,4114,46,2245,2206,98.26
starship/starship,https://github.com/starship/starship,2019-04-02T03:23:12Z,2025-08-20T10:22:01Z,Rust,2899,135,2509,1772,70.63
romkatv/powerlevel10k,https://github.com/romkatv/powerlevel10k,2019-02-24T19:09:45Z,2025-04-29T13:00:59Z,Shell,167,33,2572,2466,95.88
jekyll/jekyll,https://github.com/jekyll/jekyll,2008-10-20T06:29:03Z,2025-07-11T12:07:19Z,Ruby,3188,112,4897,4781,97.63
xai-org/grok-1,https://github.com/xai-org/grok-1,2024-03-17T08:53:38Z,2024-08-30T04:17:25Z,Python,5,0,0,0,0.0
TryGhost/Ghost,https://github.com/TryGhost/Ghost,2013-05-04T11:09:13Z,2025-08-20T11:43:13Z,JavaScript,14259,902,7129,7066,99.12
go-gitea/gitea,https://github.com/go-gitea/gitea,2016-11-01T02:13:26Z,2025-08-19T18:49:02Z,Go,17771,216,14886,12295,82.59
DefinitelyTyped/DefinitelyTyped,https://github.com/DefinitelyTyped/DefinitelyTyped,2012-10-05T16:39:45Z,2025-08-20T06:27:03Z,TypeScript,52103,1,8090,7523,92.99
RVC-Boss/GPT-SoVITS,https://github.com/RVC-Boss/GPT-SoVITS,2024-01-14T18:05:21Z,2025-08-02T09:47:15Z,Python,338,4,1890,1177,62.28
WerWolv/ImHex,https://github.com/WerWolv/ImHex,2020-11-10T14:27:00Z,2025-08-20T00:10:36Z,C++,670,80,1416,1180,83.33
etcd-io/etcd,https://github.com/etcd-io/etcd,2013-07-06T21:57:21Z,2025-08-20T10:51:05Z,Go,9782,259,7000,6818,97.4
pocketbase/pocketbase,https://github.com/pocketbase/pocketbase,2022-07-05T06:06:21Z,2025-08-16T18:30:51Z,Go,53,220,1836,1818,99.02
firstcontributions/first-contributions,https://github.com/firstcontributions/first-contributions,2016-09-20T14:35:09Z,2025-08-20T10:29:33Z,N/A,86041,0,933,909,97.43
chinese-poetry/chinese-poetry,https://github.com/chinese-poetry/chinese-poetry,2016-09-02T03:32:25Z,2025-04-02T09:42:19Z,JavaScript,137,1,211,92,43.6
jgthms/bulma,https://github.com/jgthms/bulma,2016-01-23T23:48:34Z,2025-06-27T16:28:35Z,CSS,642,22,2724,2395,87.92
vsouza/awesome-ios,https://github.com/vsouza/awesome-ios,2014-07-10T16:03:45Z,2025-02-04T14:00:13Z,Swift,2233,0,488,486,99.59
firecrawl/firecrawl,https://github.com/firecrawl/firecrawl,2024-04-15T21:02:29Z,2025-08-20T10:28:29Z,TypeScript,807,23,674,522,77.45
ethereum/go-ethereum,https://github.com/ethereum/go-ethereum,2013-12-26T13:05:46Z,2025-08-20T01:20:21Z,Go,8241,219,8482,8279,97.61
cline/cline,https://github.com/cline/cline,2024-07-06T07:28:10Z,2025-08-20T08:01:34Z,TypeScript,1632,144,2218,1740,78.45
poteto/hiring-without-whiteboards,https://github.com/poteto/hiring-without-whiteboards,2017-03-15T05:09:01Z,2025-07-31T15:11:49Z,JavaScript,1300,0,0,0,0.0
FoundationAgents/OpenManus,https://github.com/FoundationAgents/OpenManus,2025-03-06T14:08:14Z,2025-08-18T13:56:34Z,Python,106,3,705,312,44.26
agalwood/Motrix,https://github.com/agalwood/Motrix,2018-12-18T11:45:05Z,2024-07-11T12:09:20Z,JavaScript,192,21,1340,593,44.25
microsoft/autogen,https://github.com/microsoft/autogen,2023-08-18T11:43:45Z,2025-08-20T06:43:11Z,Python,2499,97,2855,2462,86.23
mastodon/mastodon,https://github.com/mastodon/mastodon,2016-02-22T15:01:25Z,2025-08-20T12:06:50Z,Ruby,17695,289,12246,8226,67.17
cypress-io/cypress,https://github.com/cypress-io/cypress,2015-03-04T00:46:28Z,2025-08-20T08:06:04Z,TypeScript,7351,372,15060,13773,91.45
justjavac/awesome-wechat-weapp,https://github.com/justjavac/awesome-wechat-weapp,2016-09-22T20:04:48Z,2025-02-20T04:45:43Z,N/A,277,0,0,0,0.0
Asabeneh/30-Days-Of-Python,https://github.com/Asabeneh/30-Days-Of-Python,2019-11-19T17:24:16Z,2025-06-04T21:49:56Z,Python,61,0,135,79,58.52
NARKOZ/hacker-scripts,https://github.com/NARKOZ/hacker-scripts,2015-11-21T19:05:09Z,2023-10-23T21:01:40Z,JavaScript,63,0,88,53,60.23
AlistGo/alist,https://github.com/AlistGo/alist,2020-12-23T17:40:29Z,2025-08-19T08:34:42Z,Go,860,137,4343,3795,87.38
ReactiveX/RxJava,https://github.com/ReactiveX/RxJava,2013-01-08T20:11:48Z,2025-08-19T15:11:48Z,Java,3326,241,3171,3159,99.62
PowerShell/PowerShell,https://github.com/PowerShell/PowerShell,2016-01-13T23:41:35Z,2025-08-19T16:53:04Z,C#,7544,186,13016,11913,91.53
iamkun/dayjs,https://github.com/iamkun/dayjs,2018-04-10T09:26:44Z,2025-08-20T04:48:02Z,JavaScript,694,119,1771,849,47.94
dani-garcia/vaultwarden,https://github.com/dani-garcia/vaultwarden,2018-02-17T22:40:20Z,2025-08-14T16:05:54Z,Rust,992,73,2363,2353,99.58
Mintplex-Labs/anything-llm,https://github.com/Mintplex-Labs/anything-llm,2023-06-04T02:29:14Z,2025-08-19T20:57:14Z,JavaScript,1072,20,2747,2490,90.64
moment/moment,https://github.com/moment/moment,2011-03-01T02:46:06Z,2024-08-14T17:12:19Z,JavaScript,714,0,4154,3911,94.15
Avik-Jain/100-Days-Of-ML-Code,https://github.com/Avik-Jain/100-Days-Of-ML-Code,2018-07-05T09:11:43Z,2023-12-29T07:57:53Z,N/A,6,0,0,0,0.0
charlax/professional-programming,https://github.com/charlax/professional-programming,2015-11-07T05:07:52Z,2025-08-10T22:03:37Z,Python,39,0,29,29,100.0
algorithm-visualizer/algorithm-visualizer,https://github.com/algorithm-visualizer/algorithm-visualizer,2016-05-15T00:27:45Z,2024-06-09T06:54:22Z,JavaScript,183,0,117,76,64.96
JuliaLang/julia,https://github.com/JuliaLang/julia,2011-04-21T07:01:50Z,2025-08-20T12:12:34Z,Julia,25806,181,25355,21380,84.32
TapXWorld/ChinaTextbook,https://github.com/TapXWorld/ChinaTextbook,2020-01-05T04:11:06Z,2025-05-18T04:38:09Z,Roff,1,0,112,53,47.32
minimaxir/big-list-of-naughty-strings,https://github.com/minimaxir/big-list-of-naughty-strings,2015-08-08T20:57:20Z,2024-04-18T03:26:59Z,Python,90,0,101,32,31.68
huginn/huginn,https://github.com/huginn/huginn,2013-03-10T06:00:31Z,2025-08-19T22:39:18Z,Ruby,1043,1,2170,1569,72.3
